Unnamed: 0,id,Company Name,Cmt_day,Rating,Salary & benefits,Training & learning,Management cares about me,Culture & fun,Office & workspace,Recommend,positive_count,negative_count
834,146,DNSE,2024-08-01,4,5,3,2,5,4,0,3,2
835,146,DNSE,2024-01-01,5,4,4,4,5,5,1,6,1
836,146,DNSE,2023-06-01,4,4,4,4,4,4,1,3,1
837,146,DNSE,2021-04-01,4,4,2,3,2,3,1,7,7
838,146,DNSE,2021-04-01,5,5,5,5,5,5,1,10,3
839,146,DNSE,2021-03-01,5,5,5,5,5,5,1,6,0
840,146,DNSE,2021-03-01,4,4,3,4,4,4,1,4,6
841,146,DNSE,2021-03-01,5,5,5,5,5,5,1,9,1
842,150,Dr.JOY,2024-05-01,4,5,4,5,4,4,1,6,3
843,150,Dr.JOY,2024-05-01,5,5,5,5,5,5,1,4,2
844,150,Dr.JOY,2022-04-01,4,3,4,3,5,5,1,8,0
845,150,Dr.JOY,2022-04-01,5,5,5,5,5,5,1,5,2
846,150,Dr.JOY,2022-04-01,5,3,4,5,5,5,1,3,0
847,150,Dr.JOY,2022-04-01,4,3,3,4,4,4,1,15,1
848,150,Dr.JOY,2022-04-01,4,3,4,5,5,5,1,0,2
849,150,Dr.JOY,2021-05-01,4,4,3,4,4,4,1,11,1
850,150,Dr.JOY,2020-12-01,4,5,5,5,4,5,1,9,2
851,150,Dr.JOY,2020-12-01,4,4,5,4,4,3,1,6,0
852,150,Dr.JOY,2020-12-01,4,4,3,2,4,5,1,5,2
853,150,Dr.JOY,2020-12-01,4,4,3,5,4,5,1,3,2
854,150,Dr.JOY,2020-12-01,5,5,5,5,5,5,1,9,0
855,150,Dr.JOY,2020-12-01,5,5,5,4,4,4,1,10,1
856,150,Dr.JOY,2020-12-01,4,5,4,4,4,4,1,5,0
857,150,Dr.JOY,2020-12-01,5,5,5,5,5,5,1,9,0
858,150,Dr.JOY,2020-12-01,5,5,4,5,5,5,1,5,0
859,150,Dr.JOY,2020-12-01,5,5,3,5,4,5,1,6,3
860,150,Dr.JOY,2020-12-01,5,4,4,4,5,4,1,3,1
861,150,Dr.JOY,2020-12-01,5,5,5,5,4,5,1,3,1
862,150,Dr.JOY,2020-12-01,5,4,5,5,5,4,1,5,1
863,150,Dr.JOY,2020-12-01,4,4,4,3,4,3,1,3,0
864,150,Dr.JOY,2020-12-01,4,4,4,4,4,4,1,6,1
865,150,Dr.JOY,2020-12-01,4,4,4,4,4,4,1,10,0
866,150,Dr.JOY,2020-12-01,4,4,4,4,5,4,1,5,1
867,150,Dr.JOY,2020-12-01,5,5,5,5,5,5,1,2,1
868,150,Dr.JOY,2020-12-01,4,4,3,3,3,4,1,12,0
869,150,Dr.JOY,2020-12-01,4,4,4,5,5,5,1,13,0
870,150,Dr.JOY,2020-12-01,4,5,3,3,4,4,1,18,1
871,150,Dr.JOY,2020-12-01,4,5,4,4,4,4,1,7,2
872,150,Dr.JOY,2020-12-01,4,4,4,4,4,5,1,10,2
873,150,Dr.JOY,2020-12-01,5,5,3,4,5,5,1,16,2
874,150,Dr.JOY,2020-12-01,5,4,3,5,5,3,1,7,1
875,150,Dr.JOY,2020-12-01,4,4,4,4,4,4,1,2,1
876,150,Dr.JOY,2020-12-01,5,5,5,5,5,5,1,3,3
877,150,Dr.JOY,2020-12-01,5,4,5,4,4,5,1,3,2
878,150,Dr.JOY,2020-12-01,4,3,2,3,3,5,1,7,2
879,150,Dr.JOY,2020-12-01,4,4,5,4,4,3,1,6,1
880,150,Dr.JOY,2020-12-01,5,4,5,5,5,4,1,0,0
881,150,Dr.JOY,2020-12-01,5,3,5,3,5,5,1,0,1
882,150,Dr.JOY,2020-12-01,5,5,5,5,5,5,1,4,1
883,150,Dr.JOY,2020-12-01,5,4,5,5,4,5,1,4,1
884,150,Dr.JOY,2020-12-01,5,5,5,5,5,5,1,8,4
885,150,Dr.JOY,2020-12-01,4,5,3,4,3,4,1,4,0
886,150,Dr.JOY,2020-08-01,5,5,5,5,5,5,1,6,2
887,150,Dr.JOY,2020-08-01,5,4,4,5,4,5,1,8,2
888,150,Dr.JOY,2020-07-01,5,5,4,5,4,5,1,5,3
889,150,Dr.JOY,2020-07-01,5,4,5,5,4,5,1,3,1
890,150,Dr.JOY,2020-07-01,4,4,4,5,4,3,1,5,1
891,150,Dr.JOY,2020-06-01,1,1,1,1,1,1,0,1,2
892,150,Dr.JOY,2020-03-01,4,4,4,4,4,4,1,10,3
893,150,Dr.JOY,2020-03-01,5,4,5,4,5,5,1,3,1
894,150,Dr.JOY,2020-03-01,5,5,5,5,5,5,1,9,1
895,150,Dr.JOY,2020-03-01,5,5,5,5,5,5,1,8,1
896,150,Dr.JOY,2020-03-01,5,5,5,5,5,5,1,8,1
897,150,Dr.JOY,2020-03-01,5,5,5,5,5,5,1,5,1
898,150,Dr.JOY,2020-03-01,5,5,5,5,4,4,1,4,0
899,150,Dr.JOY,2020-02-01,4,4,4,4,4,3,1,8,1
900,150,Dr.JOY,2020-02-01,5,5,4,5,4,3,1,4,2
901,153,East Agile,2025-04-01,4,5,5,4,4,4,1,11,2
902,153,East Agile,2022-01-01,5,5,5,5,5,5,1,9,2
903,153,East Agile,2021-12-01,5,5,5,5,4,4,1,0,0
904,153,East Agile,2025-05-01,3,4,4,3,3,3,0,7,2
905,153,East Agile,2021-08-01,5,4,3,4,4,4,1,5,1
906,153,East Agile,2019-05-01,2,4,4,1,4,5,0,2,1
907,153,East Agile,2019-04-01,3,4,4,1,2,2,0,4,3
908,153,East Agile,2019-04-01,1,4,4,1,1,1,0,2,4
909,153,East Agile,2019-02-01,5,5,5,5,5,4,1,14,3
910,153,East Agile,2019-02-01,5,5,5,4,3,5,1,10,5
911,153,East Agile,2019-02-01,5,5,4,5,5,4,1,4,3
912,153,East Agile,2019-02-01,4,4,4,4,4,3,1,4,5
913,153,East Agile,2019-02-01,4,5,5,4,4,4,1,4,3
914,153,East Agile,2019-02-01,5,5,4,5,4,4,1,16,6
915,153,East Agile,2019-02-01,4,4,5,3,4,4,1,5,2
916,153,East Agile,2019-02-01,5,5,5,5,5,5,1,6,2
917,153,East Agile,2019-01-01,5,5,5,4,4,3,1,10,3
918,153,East Agile,2019-01-01,5,5,5,5,5,5,1,6,2
919,153,East Agile,2019-01-01,5,5,4,5,4,5,1,7,1
920,153,East Agile,2019-01-01,5,5,5,4,5,5,1,1,1
921,153,East Agile,2019-01-01,5,5,5,4,5,4,1,9,1
922,153,East Agile,2018-10-01,5,5,4,5,5,5,1,2,1
923,153,East Agile,2018-05-01,4,5,3,4,5,4,1,5,1
924,153,East Agile,2017-10-01,4,5,3,3,5,3,1,3,3
925,153,East Agile,2017-07-01,5,5,5,5,5,5,1,16,3
926,153,East Agile,2017-06-01,4,4,4,5,4,4,1,7,1
927,153,East Agile,2016-11-01,5,5,5,5,5,5,1,4,1
928,154,Eastgate Software,2024-06-01,5,4,5,3,4,4,1,7,1
929,154,Eastgate Software,2024-04-01,4,4,3,4,5,3,1,2,0
930,154,Eastgate Software,2022-01-01,5,4,3,4,4,4,1,2,1
931,154,Eastgate Software,2023-10-01,1,1,1,1,1,1,0,1,8
932,154,Eastgate Software,2018-08-01,5,5,5,5,5,5,1,3,2
933,154,Eastgate Software,2018-08-01,4,4,4,3,5,3,1,7,1
934,154,Eastgate Software,2018-07-01,4,4,4,5,4,4,1,3,1
935,154,Eastgate Software,2018-07-01,4,3,4,4,4,3,1,3,2
936,154,Eastgate Software,2018-07-01,5,4,5,5,5,5,1,10,2
937,154,Eastgate Software,2018-07-01,2,1,4,3,4,4,0,4,3
938,154,Eastgate Software,2017-11-01,4,3,4,4,5,4,1,8,3
939,154,Eastgate Software,2017-10-01,5,5,4,4,4,4,1,0,0
940,157,ekino Vietnam,2025-02-01,4,4,5,5,4,4,1,2,1
941,157,ekino Vietnam,2025-05-01,3,2,2,3,5,2,1,19,10
942,157,ekino Vietnam,2025-04-01,3,2,3,4,5,3,1,26,3
943,157,ekino Vietnam,2025-04-01,3,2,4,3,5,4,0,22,4
944,157,ekino Vietnam,2025-03-01,3,2,2,3,5,3,1,37,11
945,157,ekino Vietnam,2025-03-01,3,2,2,3,5,4,1,13,1
946,157,ekino Vietnam,2025-02-01,3,2,3,3,5,3,1,19,3
947,157,ekino Vietnam,2025-02-01,3,3,3,4,5,2,1,7,5
948,157,ekino Vietnam,2024-12-01,4,3,3,4,4,4,1,5,0
949,157,ekino Vietnam,2024-12-01,2,2,1,3,5,1,1,7,9
950,157,ekino Vietnam,2024-11-01,3,2,2,3,5,1,1,9,11
951,157,ekino Vietnam,2024-04-01,4,3,3,4,3,4,0,2,1
952,157,ekino Vietnam,2024-04-01,4,4,4,5,5,4,1,4,1
953,157,ekino Vietnam,2023-05-01,3,3,4,3,3,3,1,2,2
954,157,ekino Vietnam,2023-05-01,4,3,4,3,3,4,1,10,10
955,157,ekino Vietnam,2023-01-01,4,3,2,3,4,3,1,4,1
956,157,ekino Vietnam,2022-05-01,5,3,4,4,4,5,1,5,2
957,157,ekino Vietnam,2022-03-01,5,4,5,5,4,5,1,7,2
958,157,ekino Vietnam,2021-03-01,4,3,4,3,4,4,1,2,1
959,157,ekino Vietnam,2021-01-01,4,3,3,5,5,5,1,3,1
960,157,ekino Vietnam,2020-07-01,3,3,3,3,3,4,1,4,0
961,157,ekino Vietnam,2020-06-01,3,3,4,4,4,3,1,6,3
962,157,ekino Vietnam,2019-04-01,4,2,4,4,4,5,1,2,2
963,157,ekino Vietnam,2019-04-01,4,3,4,3,3,4,1,3,3
964,157,ekino Vietnam,2018-12-01,4,5,5,5,5,5,1,4,0
965,157,ekino Vietnam,2018-11-01,5,4,5,4,5,5,1,4,0
966,157,ekino Vietnam,2018-09-01,3,2,3,4,4,5,1,3,1
967,157,ekino Vietnam,2018-09-01,4,3,3,3,2,3,1,1,1
968,157,ekino Vietnam,2018-06-01,3,2,4,4,4,3,1,7,2
969,157,ekino Vietnam,2018-01-01,4,4,5,3,5,5,1,1,1
970,158,ELCA,2025-02-01,4,3,5,5,5,5,1,4,1
971,158,ELCA,2025-03-01,4,3,4,3,4,3,1,5,1
972,158,ELCA,2025-02-01,3,5,4,3,4,3,1,6,0
973,158,ELCA,2025-02-01,3,2,4,4,4,4,1,5,3
974,158,ELCA,2024-12-01,3,3,5,4,4,4,1,11,5
975,158,ELCA,2024-09-01,5,5,5,5,5,5,1,5,2
976,158,ELCA,2024-08-01,5,4,5,5,5,5,1,5,4
977,158,ELCA,2024-05-01,3,3,3,3,3,3,0,1,1
978,158,ELCA,2024-04-01,5,5,5,5,5,5,1,0,2
979,158,ELCA,2024-03-01,4,4,4,2,4,5,0,4,2
980,158,ELCA,2024-02-01,4,4,4,5,3,5,1,10,4
981,158,ELCA,2024-02-01,4,4,3,4,3,5,0,4,2
982,158,ELCA,2024-01-01,5,5,5,5,5,5,1,5,1
983,158,ELCA,2023-09-01,3,3,3,2,1,3,0,0,2
984,158,ELCA,2023-09-01,4,4,4,5,4,3,1,8,1
985,158,ELCA,2023-08-01,4,4,5,4,5,3,1,4,0
986,158,ELCA,2023-07-01,4,4,5,3,4,3,0,5,1
987,158,ELCA,2023-07-01,5,5,5,5,4,4,1,6,0
988,158,ELCA,2023-05-01,5,4,5,5,5,4,1,11,1
989,158,ELCA,2023-03-01,3,3,4,4,4,3,1,5,2
990,158,ELCA,2022-12-01,4,3,5,4,5,4,1,3,3
991,158,ELCA,2022-08-01,4,3,5,4,4,4,1,3,1
992,158,ELCA,2022-06-01,4,4,4,4,4,3,1,9,9
993,158,ELCA,2022-05-01,4,4,4,4,4,4,1,4,1
994,158,ELCA,2022-05-01,3,3,4,3,3,3,0,4,5
995,158,ELCA,2022-05-01,4,3,5,4,4,3,1,5,2
996,158,ELCA,2022-03-01,3,2,3,2,3,2,1,1,0
997,158,ELCA,2022-01-01,5,3,4,5,4,3,1,7,4
998,158,ELCA,2021-12-01,3,3,4,4,4,4,1,2,1
999,158,ELCA,2021-12-01,2,2,3,3,3,3,0,4,2
1000,158,ELCA,2021-05-01,5,3,5,5,5,5,1,6,2
1001,158,ELCA,2021-02-01,4,3,4,3,3,5,1,6,2
1002,158,ELCA,2021-02-01,4,4,4,4,4,4,1,7,2
1003,158,ELCA,2020-09-01,4,3,4,3,3,3,1,2,0
1004,158,ELCA,2020-09-01,4,3,4,3,4,4,1,2,1
1005,158,ELCA,2020-08-01,5,4,4,4,4,4,1,5,0
1006,158,ELCA,2020-08-01,4,3,4,4,3,4,1,7,2
1007,158,ELCA,2020-07-01,5,3,4,4,4,3,1,6,0
1008,158,ELCA,2020-07-01,4,4,5,4,4,4,1,3,1
1009,158,ELCA,2020-07-01,3,3,4,3,3,3,1,4,1
1010,158,ELCA,2020-07-01,4,4,4,4,4,5,1,2,3
1011,158,ELCA,2020-06-01,3,3,4,3,3,3,1,3,1
1012,158,ELCA,2020-05-01,4,3,3,3,3,3,1,5,1
1013,158,ELCA,2020-05-01,4,4,4,4,4,3,1,3,2
1014,158,ELCA,2020-05-01,3,2,4,4,3,4,0,8,2
1015,158,ELCA,2020-03-01,4,3,4,3,4,4,1,2,0
1016,158,ELCA,2020-02-01,4,4,4,4,5,5,1,5,0
1017,158,ELCA,2020-01-01,4,4,5,4,5,5,1,5,2
1018,158,ELCA,2019-12-01,4,3,4,3,4,4,1,6,2
1019,158,ELCA,2019-11-01,4,3,4,4,3,4,1,10,1
1020,158,ELCA,2019-11-01,4,4,4,3,3,3,1,2,1
1021,158,ELCA,2019-10-01,4,5,5,5,5,5,1,3,1
1022,158,ELCA,2019-10-01,5,4,4,3,4,4,1,5,0
1023,158,ELCA,2019-08-01,3,2,3,2,3,2,1,1,1
1024,158,ELCA,2019-07-01,4,3,3,3,4,4,1,3,2
1025,158,ELCA,2019-06-01,3,4,5,3,2,2,0,1,1
1026,158,ELCA,2019-05-01,4,3,4,3,4,5,1,3,1
1027,158,ELCA,2019-05-01,4,2,5,4,5,4,1,3,3
1028,158,ELCA,2019-04-01,4,3,4,4,3,3,1,5,0
1029,158,ELCA,2019-03-01,3,3,4,2,2,3,1,11,4
1030,158,ELCA,2019-03-01,5,4,5,4,5,5,1,2,0
1031,158,ELCA,2019-02-01,4,4,5,3,2,1,1,6,2
1032,158,ELCA,2019-02-01,4,4,4,4,4,4,1,5,4
1033,158,ELCA,2019-02-01,3,3,3,2,2,4,1,13,10
1034,158,ELCA,2019-01-01,4,4,5,5,5,4,1,8,1
1035,158,ELCA,2019-01-01,4,3,5,4,4,2,1,2,0
1036,158,ELCA,2018-12-01,4,4,5,5,5,4,1,5,2
1037,158,ELCA,2018-12-01,3,3,4,1,3,4,1,5,0
1038,158,ELCA,2018-11-01,4,3,4,2,3,4,1,3,2
1039,158,ELCA,2018-10-01,3,3,3,2,2,3,0,2,6
1040,158,ELCA,2018-10-01,4,4,3,4,4,2,1,4,3
1041,158,ELCA,2018-09-01,4,4,5,4,4,4,1,5,0
1042,158,ELCA,2018-08-01,4,4,3,3,4,4,1,1,0
1043,158,ELCA,2018-07-01,3,3,4,3,2,3,1,3,4
1044,158,ELCA,2018-06-01,3,3,3,3,3,3,0,2,2
1045,158,ELCA,2018-06-01,4,4,5,4,4,5,1,2,0
1046,158,ELCA,2018-05-01,4,4,4,4,4,4,1,5,0
1047,158,ELCA,2018-05-01,5,4,4,5,4,4,1,2,0
1048,158,ELCA,2018-04-01,4,3,4,3,4,3,1,4,2
1049,158,ELCA,2018-04-01,3,2,4,2,2,3,1,5,3
1050,158,ELCA,2018-03-01,4,4,4,4,4,4,1,5,1
1051,158,ELCA,2018-01-01,2,3,4,2,3,3,0,2,0
1052,158,ELCA,2017-12-01,2,1,3,3,4,3,1,5,0
1053,158,ELCA,2017-12-01,4,3,4,4,4,4,1,3,0
1054,158,ELCA,2017-12-01,3,3,4,2,2,3,1,1,0
1055,158,ELCA,2017-12-01,2,2,3,1,1,3,0,4,1
1056,158,ELCA,2017-11-01,3,2,3,2,2,3,1,6,1
1057,158,ELCA,2017-11-01,2,3,4,2,2,2,0,1,0
1058,158,ELCA,2017-10-01,4,3,4,3,2,2,1,4,1
1059,158,ELCA,2017-10-01,2,3,4,2,2,2,0,4,3
1060,158,ELCA,2017-10-01,2,1,5,1,1,2,0,4,2
1061,158,ELCA,2017-09-01,3,3,4,2,3,3,1,5,0
1062,158,ELCA,2017-08-01,3,3,4,2,4,4,1,4,0
1063,158,ELCA,2017-08-01,3,3,4,3,3,3,1,1,0
1064,158,ELCA,2017-07-01,4,4,3,3,3,4,1,6,1
1065,158,ELCA,2017-04-01,3,2,4,3,2,3,1,3,0
1066,158,ELCA,2017-03-01,4,3,5,4,4,2,1,0,2
1067,158,ELCA,2017-03-01,4,2,5,3,4,4,1,1,2
1068,158,ELCA,2017-02-01,4,3,5,3,3,3,1,2,1
1069,158,ELCA,2016-09-01,3,4,4,3,3,3,1,6,3
1070,158,ELCA,2016-09-01,3,3,2,3,3,2,1,5,2
1071,158,ELCA,2016-08-01,2,3,2,1,1,3,0,0,2
1072,158,ELCA,2016-08-01,4,3,5,3,4,5,1,5,1
1073,158,ELCA,2016-08-01,5,3,5,3,3,3,1,2,4
1074,158,ELCA,2016-08-01,2,2,1,1,1,1,0,4,5
1075,158,ELCA,2016-08-01,5,5,5,4,4,4,1,1,2
1076,160,Employment Hero,2024-12-01,5,5,5,5,5,5,1,17,12
1077,160,Employment Hero,2024-12-01,5,5,5,5,5,5,1,9,3
1078,160,Employment Hero,2024-12-01,5,5,5,5,5,5,1,11,9
1079,160,Employment Hero,2024-12-01,5,5,5,5,5,5,1,9,2
1080,160,Employment Hero,2024-12-01,5,5,5,5,5,5,1,9,9
1081,160,Employment Hero,2024-12-01,5,5,5,5,5,5,1,14,5
1082,160,Employment Hero,2024-12-01,5,5,5,5,5,5,1,15,7
1083,160,Employment Hero,2024-12-01,5,5,5,5,5,5,1,3,2
1084,160,Employment Hero,2024-12-01,5,5,5,5,5,5,1,18,2
1085,160,Employment Hero,2024-12-01,5,5,5,5,5,5,1,12,9
1086,160,Employment Hero,2024-12-01,5,3,4,4,4,4,1,6,5
1087,160,Employment Hero,2024-12-01,5,5,5,5,5,5,1,13,4
1088,160,Employment Hero,2024-11-01,5,5,5,5,5,5,1,14,4
1089,160,Employment Hero,2024-11-01,5,5,4,5,5,5,1,13,2
1090,160,Employment Hero,2024-11-01,5,5,5,5,5,5,1,6,1
1091,160,Employment Hero,2024-11-01,5,5,5,5,5,5,1,7,2
1092,160,Employment Hero,2024-11-01,5,5,5,5,5,5,1,9,3
1093,160,Employment Hero,2024-11-01,5,4,3,5,4,5,1,11,1
1094,160,Employment Hero,2024-11-01,4,3,5,4,4,4,1,11,4
1095,160,Employment Hero,2024-11-01,5,3,4,4,5,2,1,11,3
1096,160,Employment Hero,2024-11-01,5,5,5,5,5,5,1,6,5
1097,160,Employment Hero,2024-11-01,5,5,5,5,5,5,1,15,0
1098,160,Employment Hero,2024-11-01,4,4,5,5,4,4,1,9,4
1099,160,Employment Hero,2024-11-01,5,4,5,5,5,5,1,8,2
1100,160,Employment Hero,2024-11-01,5,5,4,4,5,3,1,10,8
1101,160,Employment Hero,2024-11-01,5,5,4,5,5,4,1,7,4
1102,160,Employment Hero,2024-11-01,5,5,4,3,5,4,1,30,17
1103,160,Employment Hero,2024-11-01,5,5,5,5,5,4,1,8,2
1104,160,Employment Hero,2024-11-01,5,5,5,5,5,5,1,15,3
1105,160,Employment Hero,2024-11-01,5,5,4,5,5,5,1,13,6
1106,160,Employment Hero,2024-11-01,5,5,5,5,5,5,1,23,9
1107,160,Employment Hero,2024-11-01,5,4,5,5,5,5,1,10,5
1108,160,Employment Hero,2024-11-01,5,5,4,5,5,5,1,11,5
1109,160,Employment Hero,2024-11-01,5,4,5,5,5,4,1,7,2
1110,160,Employment Hero,2024-11-01,5,5,5,5,4,4,1,15,5
1111,160,Employment Hero,2024-11-01,5,5,4,5,4,4,1,11,2
1112,160,Employment Hero,2024-11-01,5,4,5,4,5,4,1,0,2
1113,160,Employment Hero,2024-11-01,5,5,5,5,5,5,1,28,4
1114,160,Employment Hero,2024-11-01,5,5,4,5,5,4,1,8,3
1115,160,Employment Hero,2024-11-01,5,5,5,5,5,5,1,16,2
1116,160,Employment Hero,2024-11-01,5,5,4,5,5,4,1,10,5
1117,160,Employment Hero,2024-11-01,5,5,5,4,4,5,1,9,2
1118,160,Employment Hero,2024-11-01,4,4,5,4,3,5,1,7,5
1119,160,Employment Hero,2024-11-01,5,4,5,5,5,4,1,12,7
1120,160,Employment Hero,2024-11-01,5,5,4,5,5,5,1,9,3
1121,160,Employment Hero,2024-11-01,5,5,4,5,5,5,1,7,4
1122,160,Employment Hero,2024-11-01,5,4,5,5,5,4,1,12,2
1123,160,Employment Hero,2024-11-01,5,5,5,5,5,4,1,7,5
1124,160,Employment Hero,2024-11-01,5,5,5,5,5,5,1,8,9
1125,160,Employment Hero,2024-11-01,5,5,5,5,5,5,1,3,5
1126,160,Employment Hero,2024-11-01,5,4,4,5,5,4,1,10,4
1127,160,Employment Hero,2024-10-01,5,5,5,5,5,5,1,9,2
1128,160,Employment Hero,2024-10-01,5,5,5,5,5,4,1,12,1
1129,160,Employment Hero,2024-10-01,5,5,5,4,4,4,1,4,4
1130,160,Employment Hero,2024-04-01,5,5,5,5,5,5,1,6,4
1131,160,Employment Hero,2024-02-01,5,5,5,5,5,5,1,2,2
1132,160,Employment Hero,2023-12-01,5,5,5,5,5,5,1,12,3
1133,160,Employment Hero,2023-12-01,5,5,5,5,5,5,1,8,3
1134,160,Employment Hero,2023-12-01,5,5,5,5,5,5,1,7,2
1135,160,Employment Hero,2023-12-01,5,5,5,5,5,4,1,13,5
1136,160,Employment Hero,2023-12-01,5,5,5,5,5,4,1,15,3
1137,160,Employment Hero,2023-12-01,5,4,5,5,4,4,1,4,5
1138,160,Employment Hero,2023-12-01,5,5,5,5,5,5,1,9,8
1139,160,Employment Hero,2023-10-01,5,5,5,5,5,5,1,20,6
1140,160,Employment Hero,2023-10-01,5,4,4,5,5,5,1,6,5
1141,160,Employment Hero,2023-10-01,5,4,5,5,4,4,1,17,6
1142,160,Employment Hero,2023-10-01,5,5,5,4,5,3,1,7,6
1143,160,Employment Hero,2023-10-01,5,4,4,5,5,3,1,6,5
1144,160,Employment Hero,2023-10-01,5,5,4,5,5,4,1,9,2
1145,160,Employment Hero,2023-10-01,5,4,5,5,5,4,1,10,1
1146,160,Employment Hero,2023-10-01,5,4,4,4,4,5,1,7,3
1147,160,Employment Hero,2023-10-01,5,4,4,5,5,5,1,7,7
1148,160,Employment Hero,2023-10-01,5,4,4,5,4,5,1,6,5
1149,160,Employment Hero,2023-10-01,4,4,4,4,4,4,1,4,2
1150,160,Employment Hero,2023-10-01,5,5,5,5,5,4,1,16,2
1151,160,Employment Hero,2023-10-01,5,5,5,5,5,5,1,35,11
1152,160,Employment Hero,2023-10-01,5,4,4,4,4,4,1,4,2
1153,160,Employment Hero,2023-10-01,4,4,5,5,5,4,1,9,2
1154,160,Employment Hero,2023-10-01,5,5,5,4,5,5,1,8,7
1155,160,Employment Hero,2023-10-01,4,4,5,5,5,4,1,2,1
1156,160,Employment Hero,2023-10-01,5,5,4,4,4,4,1,3,1
1157,160,Employment Hero,2023-10-01,4,4,3,4,5,3,1,3,2
1158,160,Employment Hero,2023-10-01,4,5,3,3,5,3,1,7,5
1159,160,Employment Hero,2023-10-01,5,5,5,5,5,5,1,15,1
1160,160,Employment Hero,2023-10-01,5,4,4,5,5,4,1,1,1
1161,160,Employment Hero,2023-10-01,5,4,5,5,5,5,1,8,3
1162,160,Employment Hero,2023-10-01,5,5,5,5,5,5,1,10,0
1163,160,Employment Hero,2023-10-01,5,5,5,5,5,5,1,5,5
1164,160,Employment Hero,2023-10-01,5,5,5,5,5,5,1,14,8
1165,160,Employment Hero,2023-10-01,5,5,5,5,5,5,1,14,11
1166,160,Employment Hero,2023-10-01,5,4,4,4,5,4,1,2,2
1167,160,Employment Hero,2023-10-01,4,5,4,3,5,4,1,6,1
1168,160,Employment Hero,2023-10-01,5,5,5,5,5,5,1,12,2
1169,160,Employment Hero,2023-10-01,5,5,5,5,5,5,1,7,3
1170,160,Employment Hero,2023-10-01,5,4,4,4,3,5,1,3,1
1171,160,Employment Hero,2023-10-01,2,3,3,2,1,3,0,1,5
1172,160,Employment Hero,2023-10-01,5,5,5,5,5,5,1,15,11
1173,160,Employment Hero,2023-10-01,4,4,4,3,4,4,1,8,2
1174,160,Employment Hero,2023-10-01,4,3,5,5,5,5,1,15,4
1175,160,Employment Hero,2023-10-01,5,5,5,5,5,5,1,10,15
1176,160,Employment Hero,2023-10-01,5,5,4,4,5,4,1,27,22
1177,160,Employment Hero,2023-10-01,5,5,5,5,5,4,1,24,16
1178,160,Employment Hero,2023-09-01,5,5,4,5,5,4,1,14,2
1179,160,Employment Hero,2021-11-01,5,5,5,5,5,5,1,11,0
1180,160,Employment Hero,2021-08-01,5,5,5,3,4,5,1,5,4
1181,162,"Esoft Vietnam., Ltd",2024-08-01,5,4,4,5,4,4,1,1,0
1182,162,"Esoft Vietnam., Ltd",2020-11-01,4,4,4,4,5,3,1,13,1
1183,162,"Esoft Vietnam., Ltd",2020-11-01,5,4,5,5,5,3,1,7,4
1184,162,"Esoft Vietnam., Ltd",2025-01-01,3,3,4,4,3,3,0,7,0
1185,162,"Esoft Vietnam., Ltd",2020-11-01,3,3,4,3,5,4,1,3,0
1186,162,"Esoft Vietnam., Ltd",2020-06-01,1,1,2,1,3,2,0,4,4
1187,162,"Esoft Vietnam., Ltd",2017-06-01,3,1,4,2,3,3,0,8,2
1188,168,Extreme Việt Nam,2025-01-01,4,3,3,5,5,5,1,3,3
1189,168,Extreme Việt Nam,2024-03-01,4,4,4,5,4,4,1,4,1
1190,168,Extreme Việt Nam,2022-03-01,4,3,3,4,4,4,1,5,2
1191,168,Extreme Việt Nam,2024-11-01,3,3,1,1,1,3,0,15,6
1192,168,Extreme Việt Nam,2022-03-01,5,4,4,5,5,5,1,6,1
1193,168,Extreme Việt Nam,2020-11-01,5,4,5,4,5,5,1,6,0
1194,168,Extreme Việt Nam,2019-11-01,4,4,4,5,4,4,1,4,2
1195,168,Extreme Việt Nam,2019-09-01,5,5,4,5,5,4,1,8,6
1196,168,Extreme Việt Nam,2019-06-01,4,3,2,5,5,4,1,3,0
1197,168,Extreme Việt Nam,2019-04-01,4,4,3,4,4,4,1,4,0
1198,168,Extreme Việt Nam,2019-01-01,5,5,4,4,5,5,1,2,1
1199,168,Extreme Việt Nam,2018-10-01,4,3,4,3,4,4,1,2,2
1200,168,Extreme Việt Nam,2018-10-01,5,4,4,4,4,4,1,2,2
1201,168,Extreme Việt Nam,2018-08-01,4,4,3,4,4,5,1,7,0
1202,168,Extreme Việt Nam,2018-08-01,3,3,3,2,2,5,1,4,1
1203,168,Extreme Việt Nam,2017-10-01,5,5,5,5,5,5,1,7,3
1204,168,Extreme Việt Nam,2017-09-01,4,3,2,2,3,4,1,7,2
1205,168,Extreme Việt Nam,2017-04-01,3,5,1,3,2,3,1,3,0
1206,168,Extreme Việt Nam,2017-03-01,4,4,4,4,4,4,1,8,4
1207,169,F88,2024-08-01,4,5,4,4,5,2,1,9,1
1208,169,F88,2024-07-01,5,5,5,5,5,2,1,8,2
1209,169,F88,2024-07-01,5,5,5,5,5,5,1,4,0
1210,169,F88,2025-02-01,3,2,4,4,3,3,0,3,0
1211,169,F88,2024-07-01,4,4,4,3,4,4,1,6,0
1212,169,F88,2024-07-01,5,5,4,4,5,3,1,3,2
1213,169,F88,2024-07-01,3,3,2,2,3,2,1,8,1
1214,169,F88,2024-07-01,3,4,3,3,3,3,1,1,0
1215,169,F88,2024-07-01,4,4,4,4,4,4,1,2,0
